相对路径,文件名,格式,文件大小KB,像素宽度,像素高度,分辨率,纬度参考,纬度,经度参考,经度,海拔,拍摄日期,拍摄时间,拍摄时间戳,相机型号,光圈值,曝光时间,ISO,曝光补偿,焦距,测光模式,省份,城市,区县,是否是航拍,是否后期
/202508neimeng/0-后期/大红山-北极点/IMG_1223.jpeg,IMG_1223.jpeg,jpeg,82.5,1080,720,240,N,43.023357,E,111.647742,1134.2,2025:08:19,01:45:09,1755539109000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1224.jpeg,IMG_1224.jpeg,jpeg,82.1,1080,720,240,N,43.023357,E,111.647742,1134.2,2025:08:19,01:45:39,1755539139000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1225.jpeg,IMG_1225.jpeg,jpeg,82.2,1080,720,240,N,43.023357,E,111.647742,1134.2,2025:08:19,01:46:09,1755539169000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1226.jpeg,IMG_1226.jpeg,jpeg,82.1,1080,720,240,N,43.023357,E,111.647742,1134.2,2025:08:19,01:46:39,1755539199000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1227.jpeg,IMG_1227.jpeg,jpeg,81.5,1080,720,240,N,43.023357,E,111.647742,1134.2,2025:08:19,01:47:09,1755539229000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1228.jpeg,IMG_1228.jpeg,jpeg,82.0,1080,720,240,N,43.023357,E,111.647742,1134.2,2025:08:19,01:47:39,1755539259000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1229.jpeg,IMG_1229.jpeg,jpeg,82.0,1080,720,240,N,43.023357,E,111.647742,1134.2,2025:08:19,01:48:09,1755539289000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1230.jpeg,IMG_1230.jpeg,jpeg,82.6,1080,720,240,N,43.023357,E,111.647742,1134.2,2025:08:19,01:48:39,1755539319000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1231.jpeg,IMG_1231.jpeg,jpeg,82.4,1080,720,240,N,43.023317,E,111.647740,1128.4,2025:08:19,01:49:09,1755539349000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1232.jpeg,IMG_1232.jpeg,jpeg,82.6,1080,720,240,N,43.023317,E,111.647740,1128.4,2025:08:19,01:49:39,1755539379000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1233.jpeg,IMG_1233.jpeg,jpeg,82.7,1080,720,240,N,43.023317,E,111.647740,1128.4,2025:08:19,01:50:09,1755539409000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1234.jpeg,IMG_1234.jpeg,jpeg,82.6,1080,720,240,N,43.023317,E,111.647740,1128.4,2025:08:19,01:50:39,1755539439000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1235.jpeg,IMG_1235.jpeg,jpeg,82.6,1080,720,240,N,43.023317,E,111.647740,1128.4,2025:08:19,01:51:09,1755539469000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1236.jpeg,IMG_1236.jpeg,jpeg,82.5,1080,720,240,N,43.023317,E,111.647740,1128.4,2025:08:19,01:51:39,1755539499000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1237.jpeg,IMG_1237.jpeg,jpeg,81.9,1080,720,240,N,43.023317,E,111.647740,1128.4,2025:08:19,01:52:09,1755539529000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1238.jpeg,IMG_1238.jpeg,jpeg,82.4,1080,720,240,N,43.023317,E,111.647740,1128.4,2025:08:19,01:52:39,1755539559000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1239.jpeg,IMG_1239.jpeg,jpeg,82.8,1080,720,240,N,43.023317,E,111.647740,1128.4,2025:08:19,01:53:09,1755539589000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1240.jpeg,IMG_1240.jpeg,jpeg,83.3,1080,720,240,N,43.023317,E,111.647740,1128.4,2025:08:19,01:53:39,1755539619000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1241.jpeg,IMG_1241.jpeg,jpeg,83.6,1080,720,240,N,43.023337,E,111.647737,1139.6,2025:08:19,01:54:09,1755539649000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1242.jpeg,IMG_1242.jpeg,jpeg,84.1,1080,720,240,N,43.023337,E,111.647737,1139.6,2025:08:19,01:54:39,1755539679000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1243.jpeg,IMG_1243.jpeg,jpeg,84.3,1080,720,240,N,43.023337,E,111.647737,1139.6,2025:08:19,01:55:09,1755539709000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1244.jpeg,IMG_1244.jpeg,jpeg,84.2,1080,720,240,N,43.023337,E,111.647737,1139.6,2025:08:19,01:55:39,1755539739000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1245.jpeg,IMG_1245.jpeg,jpeg,85.2,1080,720,240,N,43.023337,E,111.647737,1139.6,2025:08:19,01:56:09,1755539769000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1246.jpeg,IMG_1246.jpeg,jpeg,85.1,1080,720,240,N,43.023337,E,111.647737,1139.6,2025:08:19,01:56:39,1755539799000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1247.jpeg,IMG_1247.jpeg,jpeg,85.7,1080,720,240,N,43.023337,E,111.647737,1139.6,2025:08:19,01:57:09,1755539829000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1248.jpeg,IMG_1248.jpeg,jpeg,86.5,1080,720,240,N,43.023337,E,111.647737,1139.6,2025:08:19,01:57:39,1755539859000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1249.jpeg,IMG_1249.jpeg,jpeg,87.2,1080,720,240,N,43.023337,E,111.647737,1139.6,2025:08:19,01:58:09,1755539889000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1250.jpeg,IMG_1250.jpeg,jpeg,87.1,1080,720,240,N,43.023337,E,111.647737,1139.6,2025:08:19,01:58:39,1755539919000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1251.jpeg,IMG_1251.jpeg,jpeg,88.1,1080,720,240,N,43.023315,E,111.647770,1124.7,2025:08:19,01:59:09,1755539949000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1252.jpeg,IMG_1252.jpeg,jpeg,89.0,1080,720,240,N,43.023315,E,111.647770,1124.7,2025:08:19,01:59:39,1755539979000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1253.jpeg,IMG_1253.jpeg,jpeg,89.8,1080,720,240,N,43.023315,E,111.647770,1124.7,2025:08:19,02:00:09,1755540009000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1254.jpeg,IMG_1254.jpeg,jpeg,89.7,1080,720,240,N,43.023315,E,111.647770,1124.7,2025:08:19,02:00:39,1755540039000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1255.jpeg,IMG_1255.jpeg,jpeg,90.4,1080,720,240,N,43.023315,E,111.647770,1124.7,2025:08:19,02:01:09,1755540069000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1256.jpeg,IMG_1256.jpeg,jpeg,91.2,1080,720,240,N,43.023315,E,111.647770,1124.7,2025:08:19,02:01:39,1755540099000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1257.jpeg,IMG_1257.jpeg,jpeg,91.9,1080,720,240,N,43.023315,E,111.647770,1124.7,2025:08:19,02:02:09,1755540129000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1258.jpeg,IMG_1258.jpeg,jpeg,91.8,1080,720,240,N,43.023315,E,111.647770,1124.7,2025:08:19,02:02:39,1755540159000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1259.jpeg,IMG_1259.jpeg,jpeg,92.5,1080,720,240,N,43.023315,E,111.647770,1124.7,2025:08:19,02:03:09,1755540189000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1260.jpeg,IMG_1260.jpeg,jpeg,93.1,1080,720,240,N,43.023315,E,111.647770,1124.7,2025:08:19,02:03:39,1755540219000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1261.jpeg,IMG_1261.jpeg,jpeg,94.1,1080,720,240,N,43.023412,E,111.647680,1095,2025:08:19,02:04:09,1755540249000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1262.jpeg,IMG_1262.jpeg,jpeg,94.3,1080,720,240,N,43.023412,E,111.647680,1095,2025:08:19,02:04:39,1755540279000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1263.jpeg,IMG_1263.jpeg,jpeg,95.7,1080,720,240,N,43.023412,E,111.647680,1095,2025:08:19,02:05:09,1755540309000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1264.jpeg,IMG_1264.jpeg,jpeg,95.9,1080,720,240,N,43.023412,E,111.647680,1095,2025:08:19,02:05:39,1755540339000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1265.jpeg,IMG_1265.jpeg,jpeg,96.5,1080,720,240,N,43.023412,E,111.647680,1095,2025:08:19,02:06:09,1755540369000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1266.jpeg,IMG_1266.jpeg,jpeg,99.8,1080,720,240,N,43.023412,E,111.647680,1095,2025:08:19,02:06:39,1755540399000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1267.jpeg,IMG_1267.jpeg,jpeg,100.7,1080,720,240,N,43.023412,E,111.647680,1095,2025:08:19,02:07:09,1755540429000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1268.jpeg,IMG_1268.jpeg,jpeg,101.1,1080,720,240,N,43.023412,E,111.647680,1095,2025:08:19,02:07:39,1755540459000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1269.jpeg,IMG_1269.jpeg,jpeg,101.8,1080,720,240,N,43.023412,E,111.647680,1095,2025:08:19,02:08:09,1755540489000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1270.jpeg,IMG_1270.jpeg,jpeg,101.9,1080,720,240,N,43.023412,E,111.647680,1095,2025:08:19,02:08:39,1755540519000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1271.jpeg,IMG_1271.jpeg,jpeg,101.1,1080,720,240,N,43.023340,E,111.647735,1132,2025:08:19,02:09:09,1755540549000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1272.jpeg,IMG_1272.jpeg,jpeg,101.2,1080,720,240,N,43.023340,E,111.647735,1132,2025:08:19,02:09:39,1755540579000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1273.jpeg,IMG_1273.jpeg,jpeg,101.3,1080,720,240,N,43.023340,E,111.647735,1132,2025:08:19,02:10:09,1755540609000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1274.jpeg,IMG_1274.jpeg,jpeg,100.1,1080,720,240,N,43.023340,E,111.647735,1132,2025:08:19,02:10:39,1755540639000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1275.jpeg,IMG_1275.jpeg,jpeg,99.7,1080,720,240,N,43.023340,E,111.647735,1132,2025:08:19,02:11:09,1755540669000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1276.jpeg,IMG_1276.jpeg,jpeg,99.9,1080,720,240,N,43.023340,E,111.647735,1132,2025:08:19,02:11:39,1755540699000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1277.jpeg,IMG_1277.jpeg,jpeg,99.4,1080,720,240,N,43.023340,E,111.647735,1132,2025:08:19,02:12:09,1755540729000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1278.jpeg,IMG_1278.jpeg,jpeg,100.5,1080,720,240,N,43.023340,E,111.647735,1132,2025:08:19,02:12:39,1755540759000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1279.jpeg,IMG_1279.jpeg,jpeg,98.5,1080,720,240,N,43.023340,E,111.647735,1132,2025:08:19,02:13:09,1755540789000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1280.jpeg,IMG_1280.jpeg,jpeg,97.5,1080,720,240,N,43.023340,E,111.647735,1132,2025:08:19,02:13:39,1755540819000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1281.jpeg,IMG_1281.jpeg,jpeg,98.2,1080,720,240,N,43.023303,E,111.647735,1131.6,2025:08:19,02:14:09,1755540849000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1282.jpeg,IMG_1282.jpeg,jpeg,97.4,1080,720,240,N,43.023303,E,111.647735,1131.6,2025:08:19,02:14:39,1755540879000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1283.jpeg,IMG_1283.jpeg,jpeg,95.9,1080,720,240,N,43.023303,E,111.647735,1131.6,2025:08:19,02:15:09,1755540909000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1284.jpeg,IMG_1284.jpeg,jpeg,96.0,1080,720,240,N,43.023303,E,111.647735,1131.6,2025:08:19,02:15:39,1755540939000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1285.jpeg,IMG_1285.jpeg,jpeg,95.5,1080,720,240,N,43.023303,E,111.647735,1131.6,2025:08:19,02:16:09,1755540969000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1286.jpeg,IMG_1286.jpeg,jpeg,95.5,1080,720,240,N,43.023303,E,111.647735,1131.6,2025:08:19,02:16:39,1755540999000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1287.jpeg,IMG_1287.jpeg,jpeg,95.4,1080,720,240,N,43.023303,E,111.647735,1131.6,2025:08:19,02:17:09,1755541029000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1288.jpeg,IMG_1288.jpeg,jpeg,95.4,1080,720,240,N,43.023303,E,111.647735,1131.6,2025:08:19,02:17:39,1755541059000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1289.jpeg,IMG_1289.jpeg,jpeg,96.5,1080,720,240,N,43.023303,E,111.647735,1131.6,2025:08:19,02:18:09,1755541089000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1290.jpeg,IMG_1290.jpeg,jpeg,96.7,1080,720,240,N,43.023303,E,111.647735,1131.6,2025:08:19,02:18:39,1755541119000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1291.jpeg,IMG_1291.jpeg,jpeg,97.7,1080,720,240,N,43.023302,E,111.647788,1136.7,2025:08:19,02:19:09,1755541149000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1292.jpeg,IMG_1292.jpeg,jpeg,97.6,1080,720,240,N,43.023302,E,111.647788,1136.7,2025:08:19,02:19:39,1755541179000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1293.jpeg,IMG_1293.jpeg,jpeg,97.7,1080,720,240,N,43.023302,E,111.647788,1136.7,2025:08:19,02:20:09,1755541209000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1294.jpeg,IMG_1294.jpeg,jpeg,97.2,1080,720,240,N,43.023302,E,111.647788,1136.7,2025:08:19,02:20:39,1755541239000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1295.jpeg,IMG_1295.jpeg,jpeg,98.5,1080,720,240,N,43.023302,E,111.647788,1136.7,2025:08:19,02:21:09,1755541269000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1296.jpeg,IMG_1296.jpeg,jpeg,98.7,1080,720,240,N,43.023302,E,111.647788,1136.7,2025:08:19,02:21:39,1755541299000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1297.jpeg,IMG_1297.jpeg,jpeg,99.7,1080,720,240,N,43.023302,E,111.647788,1136.7,2025:08:19,02:22:09,1755541329000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1298.jpeg,IMG_1298.jpeg,jpeg,99.5,1080,720,240,N,43.023302,E,111.647788,1136.7,2025:08:19,02:22:39,1755541359000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1299.jpeg,IMG_1299.jpeg,jpeg,99.3,1080,720,240,N,43.023302,E,111.647788,1136.7,2025:08:19,02:23:09,1755541389000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1300.jpeg,IMG_1300.jpeg,jpeg,99.1,1080,720,240,N,43.023302,E,111.647788,1136.7,2025:08:19,02:23:39,1755541419000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1301.jpeg,IMG_1301.jpeg,jpeg,99.4,1080,720,240,N,43.023302,E,111.647788,1136.7,2025:08:19,02:24:09,1755541449000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1302.jpeg,IMG_1302.jpeg,jpeg,99.6,1080,720,240,N,43.023278,E,111.647802,1149,2025:08:19,02:24:39,1755541479000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1303.jpeg,IMG_1303.jpeg,jpeg,101.6,1080,720,240,N,43.023278,E,111.647802,1149,2025:08:19,02:25:09,1755541509000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1304.jpeg,IMG_1304.jpeg,jpeg,103.0,1080,720,240,N,43.023278,E,111.647802,1149,2025:08:19,02:25:39,1755541539000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1305.jpeg,IMG_1305.jpeg,jpeg,102.8,1080,720,240,N,43.023278,E,111.647802,1149,2025:08:19,02:26:09,1755541569000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1306.jpeg,IMG_1306.jpeg,jpeg,102.4,1080,720,240,N,43.023278,E,111.647802,1149,2025:08:19,02:26:39,1755541599000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1307.jpeg,IMG_1307.jpeg,jpeg,103.6,1080,720,240,N,43.023278,E,111.647802,1149,2025:08:19,02:27:09,1755541629000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1308.jpeg,IMG_1308.jpeg,jpeg,103.6,1080,720,240,N,43.023278,E,111.647802,1149,2025:08:19,02:27:39,1755541659000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1309.jpeg,IMG_1309.jpeg,jpeg,104.4,1080,720,240,N,43.023278,E,111.647802,1149,2025:08:19,02:28:09,1755541689000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1310.jpeg,IMG_1310.jpeg,jpeg,103.7,1080,720,240,N,43.023278,E,111.647802,1149,2025:08:19,02:28:39,1755541719000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
