相对路径,文件名,格式,文件大小KB,像素宽度,像素高度,分辨率,纬度参考,纬度,经度参考,经度,海拔,拍摄日期,拍摄时间,拍摄时间戳,相机型号,光圈值,曝光时间,ISO,曝光补偿,焦距,测光模式,省份,城市,区县,是否是航拍,是否后期
/202508neimeng/星空-大红山/北极点/IMG_1472.jpeg,IMG_1472.jpeg,jpeg,70.1,1080,720,72,N,43.023263,E,111.647708,1114.3,2025:08:19,03:49:39,1755546579000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1473.jpeg,IMG_1473.jpeg,jpeg,70.2,1080,720,72,N,43.023263,E,111.647708,1114.3,2025:08:19,03:50:09,1755546609000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1474.jpeg,IMG_1474.jpeg,jpeg,69.8,1080,720,72,N,43.023263,E,111.647708,1114.3,2025:08:19,03:50:39,1755546639000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1475.jpeg,IMG_1475.jpeg,jpeg,70.0,1080,720,72,N,43.023263,E,111.647708,1114.3,2025:08:19,03:51:09,1755546669000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1476.jpeg,IMG_1476.jpeg,jpeg,70.1,1080,720,72,N,43.023263,E,111.647708,1114.3,2025:08:19,03:51:39,1755546699000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1477.jpeg,IMG_1477.jpeg,jpeg,70.0,1080,720,72,N,43.023287,E,111.647720,1125.8,2025:08:19,03:52:09,1755546729000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1478.jpeg,IMG_1478.jpeg,jpeg,70.0,1080,720,72,N,43.023287,E,111.647720,1125.8,2025:08:19,03:52:39,1755546759000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1479.jpeg,IMG_1479.jpeg,jpeg,70.0,1080,720,72,N,43.023287,E,111.647720,1125.8,2025:08:19,03:53:09,1755546789000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1480.jpeg,IMG_1480.jpeg,jpeg,70.1,1080,720,72,N,43.023287,E,111.647720,1125.8,2025:08:19,03:53:39,1755546819000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1481.jpeg,IMG_1481.jpeg,jpeg,70.3,1080,720,72,N,43.023287,E,111.647720,1125.8,2025:08:19,03:54:09,1755546849000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1482.jpeg,IMG_1482.jpeg,jpeg,70.3,1080,720,72,N,43.023287,E,111.647720,1125.8,2025:08:19,03:54:39,1755546879000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1483.jpeg,IMG_1483.jpeg,jpeg,70.9,1080,720,72,N,43.023287,E,111.647720,1125.8,2025:08:19,03:55:09,1755546909000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1484.jpeg,IMG_1484.jpeg,jpeg,70.9,1080,720,72,N,43.023287,E,111.647720,1125.8,2025:08:19,03:55:39,1755546939000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1485.jpeg,IMG_1485.jpeg,jpeg,71.1,1080,720,72,N,43.023287,E,111.647720,1125.8,2025:08:19,03:56:09,1755546969000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1486.jpeg,IMG_1486.jpeg,jpeg,71.1,1080,720,72,N,43.023287,E,111.647720,1125.8,2025:08:19,03:56:39,1755546999000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1487.jpeg,IMG_1487.jpeg,jpeg,71.3,1080,720,72,N,43.023287,E,111.647720,1125.8,2025:08:19,03:57:09,1755547029000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1488.jpeg,IMG_1488.jpeg,jpeg,71.5,1080,720,72,N,43.023333,E,111.647782,1137.2,2025:08:19,03:57:39,1755547059000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1489.jpeg,IMG_1489.jpeg,jpeg,71.8,1080,720,72,N,43.023333,E,111.647782,1137.2,2025:08:19,03:58:09,1755547089000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1490.jpeg,IMG_1490.jpeg,jpeg,71.9,1080,720,72,N,43.023333,E,111.647782,1137.2,2025:08:19,03:58:39,1755547119000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1491.jpeg,IMG_1491.jpeg,jpeg,72.0,1080,720,72,N,43.023333,E,111.647782,1137.2,2025:08:19,03:59:09,1755547149000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1492.jpeg,IMG_1492.jpeg,jpeg,72.3,1080,720,72,N,43.023333,E,111.647782,1137.2,2025:08:19,03:59:39,1755547179000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1493.jpeg,IMG_1493.jpeg,jpeg,72.3,1080,720,72,N,43.023333,E,111.647782,1137.2,2025:08:19,04:00:09,1755547209000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1494.jpeg,IMG_1494.jpeg,jpeg,72.4,1080,720,72,N,43.023333,E,111.647782,1137.2,2025:08:19,04:00:39,1755547239000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1495.jpeg,IMG_1495.jpeg,jpeg,72.3,1080,720,72,N,43.023333,E,111.647782,1137.2,2025:08:19,04:01:09,1755547269000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1496.jpeg,IMG_1496.jpeg,jpeg,72.6,1080,720,72,N,43.023333,E,111.647782,1137.2,2025:08:19,04:01:39,1755547299000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1497.jpeg,IMG_1497.jpeg,jpeg,72.4,1080,720,72,N,43.023333,E,111.647782,1137.2,2025:08:19,04:02:09,1755547329000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1498.jpeg,IMG_1498.jpeg,jpeg,72.5,1080,720,72,N,43.023283,E,111.647732,1122.3,2025:08:19,04:02:39,1755547359000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1499.jpeg,IMG_1499.jpeg,jpeg,72.4,1080,720,72,N,43.023283,E,111.647732,1122.3,2025:08:19,04:03:09,1755547389000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1500.jpeg,IMG_1500.jpeg,jpeg,72.1,1080,720,72,N,43.023283,E,111.647732,1122.3,2025:08:19,04:03:39,1755547419000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1501.jpeg,IMG_1501.jpeg,jpeg,72.0,1080,720,72,N,43.023283,E,111.647732,1122.3,2025:08:19,04:04:09,1755547449000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1502.jpeg,IMG_1502.jpeg,jpeg,72.1,1080,720,72,N,43.023283,E,111.647732,1122.3,2025:08:19,04:04:39,1755547479000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1503.jpeg,IMG_1503.jpeg,jpeg,72.1,1080,720,72,N,43.023283,E,111.647732,1122.3,2025:08:19,04:05:09,1755547509000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1504.jpeg,IMG_1504.jpeg,jpeg,72.1,1080,720,72,N,43.023283,E,111.647732,1122.3,2025:08:19,04:05:39,1755547539000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1505.jpeg,IMG_1505.jpeg,jpeg,72.1,1080,720,72,N,43.023283,E,111.647732,1122.3,2025:08:19,04:06:09,1755547569000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1506.jpeg,IMG_1506.jpeg,jpeg,71.9,1080,720,72,N,43.023283,E,111.647732,1122.3,2025:08:19,04:06:39,1755547599000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1507.jpeg,IMG_1507.jpeg,jpeg,72.0,1080,720,72,N,43.023283,E,111.647732,1122.3,2025:08:19,04:07:09,1755547629000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1508.jpeg,IMG_1508.jpeg,jpeg,72.1,1080,720,72,N,43.023377,E,111.647760,1138.7,2025:08:19,04:07:39,1755547659000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1509.jpeg,IMG_1509.jpeg,jpeg,72.1,1080,720,72,N,43.023377,E,111.647760,1138.7,2025:08:19,04:08:09,1755547689000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1510.jpeg,IMG_1510.jpeg,jpeg,72.1,1080,720,72,N,43.023377,E,111.647760,1138.7,2025:08:19,04:08:39,1755547719000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1511.jpeg,IMG_1511.jpeg,jpeg,72.4,1080,720,72,N,43.023377,E,111.647760,1138.7,2025:08:19,04:09:09,1755547749000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1512.jpeg,IMG_1512.jpeg,jpeg,72.1,1080,720,72,N,43.023377,E,111.647760,1138.7,2025:08:19,04:09:39,1755547779000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1513.jpeg,IMG_1513.jpeg,jpeg,72.1,1080,720,72,N,43.023377,E,111.647760,1138.7,2025:08:19,04:10:09,1755547809000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1514.jpeg,IMG_1514.jpeg,jpeg,72.4,1080,720,72,N,43.023377,E,111.647760,1138.7,2025:08:19,04:10:39,1755547839000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1515.jpeg,IMG_1515.jpeg,jpeg,72.4,1080,720,72,N,43.023377,E,111.647760,1138.7,2025:08:19,04:11:09,1755547869000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1516.jpeg,IMG_1516.jpeg,jpeg,72.3,1080,720,72,N,43.023377,E,111.647760,1138.7,2025:08:19,04:11:39,1755547899000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1517.jpeg,IMG_1517.jpeg,jpeg,72.1,1080,720,72,N,43.023377,E,111.647760,1138.7,2025:08:19,04:12:09,1755547929000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1518.jpeg,IMG_1518.jpeg,jpeg,72.0,1080,720,72,N,43.023363,E,111.647745,1133.8,2025:08:19,04:12:39,1755547959000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1519.jpeg,IMG_1519.jpeg,jpeg,72.0,1080,720,72,N,43.023363,E,111.647745,1133.8,2025:08:19,04:13:09,1755547989000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1520.jpeg,IMG_1520.jpeg,jpeg,72.0,1080,720,72,N,43.023363,E,111.647745,1133.8,2025:08:19,04:13:39,1755548019000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1521.jpeg,IMG_1521.jpeg,jpeg,71.7,1080,720,72,N,43.023363,E,111.647745,1133.8,2025:08:19,04:14:09,1755548049000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1522.jpeg,IMG_1522.jpeg,jpeg,72.0,1080,720,72,N,43.023363,E,111.647745,1133.8,2025:08:19,04:14:39,1755548079000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1523.jpeg,IMG_1523.jpeg,jpeg,71.9,1080,720,72,N,43.023363,E,111.647745,1133.8,2025:08:19,04:15:09,1755548109000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1524.jpeg,IMG_1524.jpeg,jpeg,71.7,1080,720,72,N,43.023363,E,111.647745,1133.8,2025:08:19,04:15:39,1755548139000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1525.jpeg,IMG_1525.jpeg,jpeg,71.5,1080,720,72,N,43.023363,E,111.647745,1133.8,2025:08:19,04:16:09,1755548169000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1526.jpeg,IMG_1526.jpeg,jpeg,71.3,1080,720,72,N,43.023363,E,111.647745,1133.8,2025:08:19,04:16:39,1755548199000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1527.jpeg,IMG_1527.jpeg,jpeg,71.3,1080,720,72,N,43.023363,E,111.647745,1133.8,2025:08:19,04:17:09,1755548229000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1528.jpeg,IMG_1528.jpeg,jpeg,70.9,1080,720,72,N,43.023283,E,111.647833,1130,2025:08:19,04:17:39,1755548259000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1529.jpeg,IMG_1529.jpeg,jpeg,70.9,1080,720,72,N,43.023283,E,111.647833,1130,2025:08:19,04:18:09,1755548289000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1530.jpeg,IMG_1530.jpeg,jpeg,70.7,1080,720,72,N,43.023283,E,111.647833,1130,2025:08:19,04:18:39,1755548319000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1531.jpeg,IMG_1531.jpeg,jpeg,70.7,1080,720,72,N,43.023283,E,111.647833,1130,2025:08:19,04:19:09,1755548349000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1532.jpeg,IMG_1532.jpeg,jpeg,70.3,1080,720,72,N,43.023283,E,111.647833,1130,2025:08:19,04:19:39,1755548379000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1533.jpeg,IMG_1533.jpeg,jpeg,70.2,1080,720,72,N,43.023283,E,111.647833,1130,2025:08:19,04:20:09,1755548409000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1534.jpeg,IMG_1534.jpeg,jpeg,70.0,1080,720,72,N,43.023283,E,111.647833,1130,2025:08:19,04:20:39,1755548439000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1535.jpeg,IMG_1535.jpeg,jpeg,69.7,1080,720,72,N,43.023283,E,111.647833,1130,2025:08:19,04:21:09,1755548469000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-大红山/北极点/IMG_1536.jpeg,IMG_1536.jpeg,jpeg,69.4,1080,720,72,N,43.023283,E,111.647833,1130,2025:08:19,04:21:39,1755548499000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/星空-沙地/IMG_2792.jpeg,IMG_2792.jpeg,jpeg,71.5,1080,720,72,N,42.592998,E,116.368237,1369.2,2025:08:22,20:10:35,1755864635000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/IMG_2793.jpeg,IMG_2793.jpeg,jpeg,53.0,1080,720,72,N,42.592998,E,116.368237,1369.2,2025:08:22,20:10:59,1755864659000,Canon EOS 6D Mark II,2.8,3.2,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/IMG_2794.jpeg,IMG_2794.jpeg,jpeg,55.3,1080,720,72,N,42.592998,E,116.368237,1369.2,2025:08:22,20:11:11,1755864671000,Canon EOS 6D Mark II,2.8,3.2,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/IMG_2795.jpeg,IMG_2795.jpeg,jpeg,56.5,1080,720,72,N,42.592998,E,116.368237,1369.2,2025:08:22,20:11:59,1755864719000,Canon EOS 6D Mark II,2.8,3.2,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/IMG_2796.jpeg,IMG_2796.jpeg,jpeg,56.2,1080,720,72,N,42.592998,E,116.368237,1369.2,2025:08:22,20:12:09,1755864729000,Canon EOS 6D Mark II,2.8,3.2,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/IMG_2797.jpeg,IMG_2797.jpeg,jpeg,59.5,1080,720,72,N,42.592998,E,116.368237,1369.2,2025:08:22,20:12:39,1755864759000,Canon EOS 6D Mark II,2.8,8,3200,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/IMG_2798.jpeg,IMG_2798.jpeg,jpeg,62.5,1080,720,72,N,42.592998,E,116.368237,1369.2,2025:08:22,20:13:45,1755864825000,Canon EOS 6D Mark II,2.8,8,2500,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/IMG_2799.jpeg,IMG_2799.jpeg,jpeg,31.6,1080,720,72,N,42.592998,E,116.368237,1369.2,2025:08:22,20:14:59,1755864899000,Canon EOS 6D Mark II,2.8,8,2500,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/IMG_2800.jpeg,IMG_2800.jpeg,jpeg,31.8,1080,720,72,N,42.593082,E,116.368175,1362.4,2025:08:22,20:15:22,1755864922000,Canon EOS 6D Mark II,2.8,8,2500,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/IMG_2801.jpeg,IMG_2801.jpeg,jpeg,39.8,1080,720,72,N,42.593082,E,116.368175,1362.4,2025:08:22,20:15:40,1755864940000,Canon EOS 6D Mark II,2.8,8,2500,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/IMG_2802.jpeg,IMG_2802.jpeg,jpeg,39.6,1080,720,72,N,42.593082,E,116.368175,1362.4,2025:08:22,20:15:54,1755864954000,Canon EOS 6D Mark II,2.8,8,2500,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/IMG_3532.jpeg,IMG_3532.jpeg,jpeg,80.1,1080,720,72,N,42.592490,E,116.368687,1378.5,2025:08:23,05:21:36,1755897696000,Canon EOS 6D Mark II,2.8,0.008,640,-0.3333333333333333,200,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/IMG_3533.jpeg,IMG_3533.jpeg,jpeg,103.3,1080,720,72,N,42.592402,E,116.368697,1367.3,2025:08:23,05:25:13,1755897913000,Canon EOS 6D Mark II,2.8,0.02,640,-0.3333333333333333,200,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/IMG_3534.jpeg,IMG_3534.jpeg,jpeg,121.9,1080,720,72,N,42.592402,E,116.368697,1367.3,2025:08:23,05:25:28,1755897928000,Canon EOS 6D Mark II,2.8,0.01,1600,-0.3333333333333333,200,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/IMG_3535.jpeg,IMG_3535.jpeg,jpeg,92.1,1080,720,72,N,42.591377,E,116.370212,1390.4,2025:08:23,05:27:19,1755898039000,Canon EOS 6D Mark II,2.8,0.004,1600,-0.3333333333333333,70,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/IMG_3536.jpeg,IMG_3536.jpeg,jpeg,90.5,1080,720,72,N,42.591377,E,116.370212,1390.4,2025:08:23,05:27:21,1755898041000,Canon EOS 6D Mark II,2.8,0.004,1600,-0.3333333333333333,70,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/IMG_3537.jpeg,IMG_3537.jpeg,jpeg,118.4,1080,720,72,N,42.591377,E,116.370212,1390.4,2025:08:23,05:27:27,1755898047000,Canon EOS 6D Mark II,2.8,0.008,1600,-0.3333333333333333,200,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/IMG_3538.jpeg,IMG_3538.jpeg,jpeg,103.3,1080,720,72,N,42.591377,E,116.370212,1390.4,2025:08:23,05:27:30,1755898050000,Canon EOS 6D Mark II,2.8,0.00625,1600,-0.3333333333333333,115,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/IMG_3539.jpeg,IMG_3539.jpeg,jpeg,91.8,1080,720,72,N,42.591377,E,116.370212,1390.4,2025:08:23,05:27:44,1755898064000,Canon EOS 6D Mark II,2.8,0.00625,1600,-0.6666666666666666,70,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/IMG_3540.jpeg,IMG_3540.jpeg,jpeg,216.3,1080,720,72,N,42.591327,E,116.370330,1390.3,2025:08:23,05:33:20,1755898400000,Canon EOS 6D Mark II,2.8,0.004,2500,-0.6666666666666666,70,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/IMG_3541.jpeg,IMG_3541.jpeg,jpeg,147.7,1080,720,72,N,42.591327,E,116.370330,1390.3,2025:08:23,05:33:26,1755898406000,Canon EOS 6D Mark II,2.8,0.004,2500,-0.6666666666666666,200,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/IMG_3542.jpeg,IMG_3542.jpeg,jpeg,165.3,1080,720,72,N,42.591327,E,116.370330,1390.3,2025:08:23,05:33:33,1755898413000,Canon EOS 6D Mark II,2.8,0.005,2500,-0.6666666666666666,200,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/IMG_3543.jpeg,IMG_3543.jpeg,jpeg,120.4,1080,720,72,N,42.591327,E,116.370330,1390.3,2025:08:23,05:33:47,1755898427000,Canon EOS 6D Mark II,2.8,0.004,2500,-0.6666666666666666,200,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/IMG_3544.jpeg,IMG_3544.jpeg,jpeg,129.9,1080,720,72,N,42.591327,E,116.370330,1390.3,2025:08:23,05:33:52,1755898432000,Canon EOS 6D Mark II,2.8,0.005,2500,-0.6666666666666666,200,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/IMG_3545.jpeg,IMG_3545.jpeg,jpeg,131.1,1080,720,72,N,42.591327,E,116.370330,1390.3,2025:08:23,05:34:16,1755898456000,Canon EOS 6D Mark II,2.8,0.003125,2500,-0.6666666666666666,200,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/IMG_3546.jpeg,IMG_3546.jpeg,jpeg,96.0,1080,720,72,,,,,,2025:08:23,07:45:57,1755906357000,Canon EOS 6D Mark II,2.8,0.0003125,250,-0.6666666666666666,200,5,,,,,
